objname,ra,dec,z,z_unc,z_tech,z_qual,ziDist,ziDist_unc,ziDist_method,DistMpc,DistMpc_unc,DistMpc_method,ebv,m_FUV,m_FUV_unc,m_NUV,m_NUV_unc,Lum_FUV,Lum_FUV_unc,Lum_NUV,Lum_NUV_unc,m_J,m_J_unc,m_H,m_H_unc,m_Ks,m_Ks_unc,Lum_J,Lum_J_unc,Lum_H,Lum_H_unc,Lum_Ks,Lum_Ks_unc,m_W1,m_W1_unc,m_W2,m_W2_unc,m_W3,m_W3_unc,m_W4,m_W4_unc,Lum_W1,Lum_W1_unc,Lum_W2,Lum_W2_unc,Lum_W3,Lum_W3_unc,Lum_W4,Lum_W4_unc,SFR_W4,SFR_W4_unc,SFR_hybrid,SFR_hybrid_unc,SFR_flag,Mstar,Mstar_unc
WISEA J205321.92+013549.7,313.3413639,1.5971597,0.165259,,PHOT,False,,,,797.72144,,Redshift,0.08536282,,,,,,,,,14.68,0.134,14.168,0.189,13.736,0.199,4.216913322317105e+44,5.204627091409856e+43,3.1490777949380015e+44,5.481953192258751e+43,2.320756602468961e+44,4.2537586588823573e+43,13.049,0.021,13.029,0.037,11.574,99.0,8.963,99.0,1.2910632943286366e+44,2.4972206974676843e+42,5.290913541447377e+43,1.803111403956775e+42,1.4735092606589977e+43,,2.250985057595975e+43,,4.397600399054393,,,,,408564333648.3027,7902597143.8850765
SDSS J205238.22+004851.6,313.1593,0.81434566,0.17370395,9.805883e-06,SPEC,False,,,,842.80707,0.042237498,Redshift,0.08878649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J205216.50+004211.9,313.0687656,0.7033213,0.14578891,1.2370575e-05,SPEC,False,,,,695.28674,0.05328456,Redshift,0.10126242,21.6536,99.0,21.4996,0.241399,1.9109887943682383e+43,,1.6135281226090941e+43,3.587584459884019e+42,,,,,,,,,,,,,14.42,0.065,15.656,0.53,10.774,99.0,8.523,99.0,2.782500136502532e+43,1.6658607620936896e+42,3.582918695408543e+42,1.7490529810395027e+42,2.3405316770700647e+43,,2.565507753634159e+43,,5.01206255594066,,5.255739768554262,,,88053801788.0548,5271711272.448384
WISEA J205333.79+002747.5,313.3908034,0.4631953,0.17889239,1.5557995e-05,SPEC,False,,,,870.7012,0.067013934,Redshift,0.076609276,22.7887,0.256074,22.2993,0.114184,8.783470176225351e+42,2.0716756650734087e+42,9.878390924979067e+42,1.0389187765704245e+42,,,,,,,,,,,,,15.861,99.0,15.578,99.0,11.186,99.0,8.662,99.0,1.1520950301685992e+43,,6.018413607835197e+42,,2.5084418593360115e+43,,3.537630556874324e+43,,6.91123448204153,,6.470760608667735,,,22247854494.294422,
WISEA J205546.72+013255.5,313.9446943,1.5487572,0.139911,,PHOT,False,,,,664.7822,,Redshift,0.08561917,22.8531,99.0,22.4907,0.187374,5.15685802418049e+42,,5.2015645550363956e+42,8.977046851525415e+41,14.793,0.107,14.226,0.153,13.616,0.171,2.639578266032236e+44,2.6014079969606415e+43,2.073440758358392e+44,2.9219529274186367e+43,1.8002031559037495e+44,2.8353570543595575e+43,13.254,0.019,13.253,0.05,10.587,99.0,8.711,0.456,7.423762777990048e+43,1.2991754772814891e+42,2.989518157960934e+43,1.3767699015773844e+42,2.5398904919164473e+43,,1.9716588396128304e+43,8.281075594443301e+42,3.851899269887009,1.6178188840407597,3.617963900322286,,,234929201835.1281,4111314801.5236998
WISEA J205245.09+011315.8,313.18791,1.221059,0.14401314,3.3177595e-05,SPEC,False,,,,686.0504,0.14290795,Redshift,0.0870599,22.4188,0.278121,21.7069,0.109441,8.280798019504257e+42,2.1212708471365112e+42,1.1539478064985658e+43,1.1632052194878698e+42,15.684,0.13,14.643,0.172,14.204,0.108,1.2386711537848888e+44,1.4831652344720823e+43,1.5050022601752092e+44,2.3842717172009663e+43,1.1160269694833945e+44,1.1101677146942989e+43,13.787,0.042,13.64,0.117,10.475,0.157,8.364,0.35,4.840516274806294e+43,1.8725399434876077e+42,2.229636822354406e+43,2.4027583425699108e+42,2.9991497202700235e+43,4.336985116269376e+42,2.890685977850563e+43,9.318780416128966e+42,5.647341712393651,1.820548401171327,5.3361989290587895,1.6049934387281337,,153180894772.35107,5925759314.834201
WISEA J205259.27+010922.8,313.2469952,1.1563495,0.15267542,3.259013e-05,SPEC,False,,,,731.27454,0.14037754,Redshift,0.08194049,,,,,,,,,15.787,0.202,15.086,0.164,14.665,99.0,1.2750918737601711e+44,2.3723732440119057e+43,1.1343551099369903e+44,1.713495794857064e+43,8.279668437970439e+43,,14.149,0.047,14.341,0.255,12.008,99.0,8.953,99.0,3.9367115460164947e+43,1.704204116051428e+42,1.3273941948033485e+43,3.11767063995775e+42,8.301164153264604e+42,,1.9089462950621986e+43,,3.7293819257531884,,,,,124579479304.31944,5393051000.162747
WISEA J205423.33+010827.4,313.5972255,1.1409508,0.15769467,3.6430418e-05,SPEC,False,,,,757.6724,0.15691905,Redshift,0.07216489,,,,,,,,,15.409,0.152,15.064,0.13,14.509,0.171,1.9247159858841933e+44,2.694637664415336e+43,1.2370086749651675e+44,1.481174456935098e+43,1.0229580092087765e+44,1.6111799508585067e+43,13.841,0.041,13.864,0.076,11.64,99.0,8.782,99.0,5.602221074069862e+43,2.1156035907645262e+42,2.2083123388480152e+43,1.5458389211274162e+42,1.2500711001298834e+43,,2.398216689578673e+43,,4.685237085657736,,,,,177285477027.52728,6694948072.039639
SDSS J205300.53+002812.2,313.25221,0.470072,0.18273439,4.413777e-05,SPEC,False,,,,891.45105,0.1901174,Redshift,0.07620915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J205300.35+002917.6,313.2514885,0.4882466,0.18152325,1.198179e-05,SPEC,False,,,,884.90125,0.05160992,Redshift,0.07620222,21.9435,0.127941,21.1,0.0427366,1.9701247808539074e+43,2.3216334270060418e+42,3.068978164045635e+43,1.2080472578908111e+42,,,,,,,,,,,,,14.797,0.147,14.791,0.223,10.975,0.196,8.749,0.398,3.170350460670406e+43,4.292543935279871e+42,1.2832485492951238e+43,2.6357594849091267e+42,3.146635917061112e+43,5.680580054375855e+42,3.37255972315033e+43,1.2363257153446725e+43,6.5887465286865,2.4153276543592197,6.669506889927641,2.12818910209439,,98172322757.33188,13292190055.707952
SDSS J205226.85+003328.0,313.11189,0.55779191,0.13793322,6.4594824e-06,SPEC,False,,,,654.56256,0.027823336,Redshift,0.09259849,22.1866,0.180541,22.0568,0.114079,9.724850398654189e+42,1.6171446449624535e+42,7.967562572727792e+42,8.371847648407134e+41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
