objname,ra,dec,z,z_unc,z_tech,z_qual,ziDist,ziDist_unc,ziDist_method,DistMpc,DistMpc_unc,DistMpc_method,ebv,m_FUV,m_FUV_unc,m_NUV,m_NUV_unc,Lum_FUV,Lum_FUV_unc,Lum_NUV,Lum_NUV_unc,m_J,m_J_unc,m_H,m_H_unc,m_Ks,m_Ks_unc,Lum_J,Lum_J_unc,Lum_H,Lum_H_unc,Lum_Ks,Lum_Ks_unc,m_W1,m_W1_unc,m_W2,m_W2_unc,m_W3,m_W3_unc,m_W4,m_W4_unc,Lum_W1,Lum_W1_unc,Lum_W2,Lum_W2_unc,Lum_W3,Lum_W3_unc,Lum_W4,Lum_W4_unc,SFR_W4,SFR_W4_unc,SFR_hybrid,SFR_hybrid_unc,SFR_flag,Mstar,Mstar_unc
WISEA J171537.59+285615.4,258.9066637,28.9376364,0.12419158,3.0096178e-05,SPEC,False,,,,584.17596,0.12963517,Redshift,0.05885061,,,,,,,,,15.631,0.124,15.087,0.249,14.452,0.093,9.233466326797357e+43,1.0545729534050472e+43,7.154865822288991e+43,1.6409336263479617e+43,6.381663578897725e+43,5.4664706800751114e+42,13.918,0.038,14.283,0.073,12.023,0.522,8.481,99.0,3.094761279779025e+43,1.0831806309181984e+42,8.909382056506024e+42,5.990465960290245e+41,5.218889698006821e+42,2.5092200995436644e+42,1.8804708633298455e+43,,3.673751361024705,,,,,97935483537.31091,3427786806.7031593
WISEA J171409.86+285121.3,258.5411136,28.8559235,0.09507887,7.994192e-06,SPEC,False,,,,438.70428,0.03443389,Redshift,0.047290113,20.1274,0.0488194,19.5669,0.0209151,2.0839350408624786e+43,9.37058679373033e+41,2.4370120999262574e+43,4.694699700460986e+41,14.893,0.124,13.981,0.111,13.705,0.164,1.0187426016025027e+44,1.1635265487413047e+43,1.1115219361521357e+44,1.1363998177834335e+43,7.134849180261777e+43,1.0777519205766484e+43,13.224,0.017,12.94,0.028,9.236,0.042,6.636,0.055,3.300391427935896e+43,5.167785823120382e+41,1.7284766327954632e+43,4.4577089892732835e+41,3.831687418027295e+43,1.482277559221483e+42,5.799567522574975e+43,2.9379771613484954e+42,11.330230898492399,0.5739731364968408,10.892759695026177,0.5068450345134764,,83986173923.45143,1315063889.8949568
WISEA J171514.67+284555.7,258.811131,28.7654814,0.16040447,2.8992867e-05,SPEC,False,,,,771.9827,0.1248828,Redshift,0.05378334,,,,,,,,,15.704,0.123,14.934,0.15,14.419,0.156,1.5019155828960193e+44,1.701534506292628e+43,1.4351711597647662e+44,1.9828286677592435e+43,1.1469850203697499e+44,1.6480580316743154e+43,13.964,0.028,13.847,0.052,11.775,99.0,8.772,99.0,5.175505726555766e+43,1.3347530971881572e+42,2.323241600042131e+43,1.1127250309058775e+42,1.1449824719801815e+43,,2.5115301633677045e+43,,4.906610113377907,,,,,163781826789.7394,4223902206.2916365
WISEA J171515.26+285631.8,258.8136019,28.9421683,0.09203113,6.1208916e-06,SPEC,False,,,,423.76688,0.026364902,Redshift,0.060385365,19.776,0.163412,19.8891,0.115882,2.9600405548259665e+43,4.455246724648682e+42,1.8834834931400858e+43,2.0103327521000582e+42,,,,,,,,,,,,,15.316,0.101,15.334,0.311,11.523,0.323,9.008,99.0,4.494854385778013e+42,4.181452582808575e+41,1.7811435656580554e+42,5.102105682045204e+41,4.3528827443437746e+42,1.2949996157602816e+42,6.090456048222228e+42,,1.1898520542241915,,2.3555187572523106,,,12722893460.283329,1183579514.5806854
WISEA J171458.63+285750.5,258.7443187,28.9640503,0.11175493,1.4940051e-05,SPEC,False,,,,521.41943,0.06435222,Redshift,0.054911964,,,,,,,,,14.71,0.109,13.87,0.1,13.68,0.171,1.7130561211058704e+44,1.719840799023103e+43,1.7453859042345544e+44,1.6076132932727066e+43,1.0338886577089404e+44,1.6283958838601165e+43,13.409,0.022,13.267,0.047,11.635,99.0,8.342,99.0,3.93732598566391e+43,7.978370590616216e+41,1.808491330341675e+43,7.828966127651773e+41,5.942671394488552e+42,,1.7025897199129268e+43,,3.3262367541930065,,,,,124598923596.95917,2524800819.815258
WISEA J171524.91+292935.6,258.8538114,29.4932256,0.10703305,8.526572e-06,SPEC,False,,,,497.8306,0.03672704,Redshift,0.045391053,20.6683,0.0599587,19.9631,0.0226019,1.607907031781029e+43,8.87980277011138e+41,2.1447197736458482e+43,4.464837465985931e+41,14.793,0.115,14.327,0.154,13.625,0.154,1.4363717596957687e+44,1.5214402229724816e+43,1.0398076669919685e+44,1.4749044192219496e+43,9.8841790606666e+43,1.4020111492942836e+43,12.698,0.014,12.519,0.042,9.623,0.049,7.556,0.135,6.89658846530933e+43,8.893085871139955e+41,3.279271700105571e+43,1.2685769389332334e+42,3.454375463568042e+43,1.5590344833036016e+42,3.2003262952940105e+43,3.979405679880592e+42,6.25226548963404,0.7774301276140777,6.21327193364983,0.6853358510930996,,218246470421.1813,2814267680.740492
WISEA J171650.24+300348.5,259.2093441,30.063485,0.12651728,1.0266767e-05,SPEC,False,,,,596.01184,0.044222694,Redshift,0.042700138,22.0145,0.155737,21.2481,0.0639596,6.538963432604073e+42,9.379740561463414e+41,9.205420965283392e+42,5.4229985532670165e+41,15.943,0.141,14.869,0.132,14.613,0.188,7.124246546883626e+43,9.252267973395348e+42,9.035545492832402e+43,1.0985465571245856e+43,5.697883718783284e+43,9.866464461093359e+42,13.94,0.02,13.951,0.079,10.362,0.089,8.196,0.301,3.1475113533450735e+43,5.798123329646242e+41,1.256537585079653e+43,9.143084773417026e+41,2.506451106436058e+43,2.054657311380895e+42,2.543964426511387e+43,7.052899212502375e+42,4.969974784796928,1.377878199889758,4.663063739376248,1.213369868396155,,99604789662.81877,1834849154.9513423
WISEA J171558.97+292205.5,258.9957271,29.3681999,0.08280692,1.9743924e-05,SPEC,False,,,,378.8999,0.08504425,Redshift,0.04481088,22.708,0.245821,22.3258,0.115277,1.417125186467491e+42,3.2086129342899875e+41,1.4031058021483157e+42,1.4897836528817854e+41,15.321,0.042,14.431,0.076,14.025,0.089,5.114039345662438e+43,1.9783518399588777e+42,5.471687781972471e+43,3.8302314712146504e+42,3.9604632895057887e+43,3.2465801116635664e+42,13.631,0.023,13.545,0.051,11.254,0.189,8.645,99.0,1.691507335592893e+43,3.583371777622331e+41,7.382973602715126e+42,3.4681002238028797e+41,4.454952985067466e+42,7.755237132524427e+41,6.79944306580833e+42,,1.3283621514342923,,1.2317195750908156,,,53528713151.67383,1133978410.6399782
WISEA J171450.08+292915.3,258.7086809,29.4875914,0.106377564,9.731446e-06,SPEC,False,,,,494.56647,0.04191687,Redshift,0.046867054,21.2467,99.0,20.0895,0.127579,9.417041918098523e+42,,1.9072253069472282e+43,2.241152423770174e+42,15.764,0.081,15.012,0.143,14.747,0.146,5.802733610364195e+43,4.3292020041125464e+42,5.46433727061345e+43,7.19720239789122e+42,3.472415467350302e+43,4.6695464921027256e+42,13.739,0.021,13.739,0.077,10.211,0.1,7.949,99.0,2.6099809744559795e+43,5.048318896228345e+41,1.0523146531430091e+43,7.463224205564632e+41,1.98375019437284e+43,1.8271625937416366e+42,2.199362347569003e+43,,4.296748530025403,,4.197772885943147,,,82594334634.68289,1597569270.958337
WISEA J171450.59+284606.2,258.710827,28.7684007,0.10537924,3.2101718e-05,SPEC,False,560.2227,132.178,FP,489.59995,0.13827376,Redshift,0.057773992,,,,,,,,,15.287,0.177,14.43,0.16,13.873,0.19,8.896313514090208e+43,1.4503523754635674e+43,9.199815569646235e+43,1.355780073210065e+43,7.637994718157767e+43,1.3366665982805487e+43,13.615,0.026,13.747,0.05,12.004,99.0,8.486,99.0,2.8730075327581957e+43,6.880187560638129e+41,1.0251399057865218e+43,4.721101052824331e+41,3.730360819136123e+42,,1.3147706521690894e+43,,2.5685803311456556,,,,,90917959897.41125,2177274544.505737
