objname,ra,dec,z,z_unc,z_tech,z_qual,ziDist,ziDist_unc,ziDist_method,DistMpc,DistMpc_unc,DistMpc_method,ebv,m_FUV,m_FUV_unc,m_NUV,m_NUV_unc,Lum_FUV,Lum_FUV_unc,Lum_NUV,Lum_NUV_unc,m_J,m_J_unc,m_H,m_H_unc,m_Ks,m_Ks_unc,Lum_J,Lum_J_unc,Lum_H,Lum_H_unc,Lum_Ks,Lum_Ks_unc,m_W1,m_W1_unc,m_W2,m_W2_unc,m_W3,m_W3_unc,m_W4,m_W4_unc,Lum_W1,Lum_W1_unc,Lum_W2,Lum_W2_unc,Lum_W3,Lum_W3_unc,Lum_W4,Lum_W4_unc,SFR_W4,SFR_W4_unc,SFR_hybrid,SFR_hybrid_unc,SFR_flag,Mstar,Mstar_unc
WISEA J205452.82+005857.1,313.7200969,0.9825479,0.1730429,1.5153744e-05,SPEC,False,,,,839.26373,0.06527268,Redshift,0.07377989,22.8505,99.0,22.1765,0.135584,7.549927506884992e+42,,1.0039067433825368e+43,1.2536951491608423e+42,,,,,,,,,,,,,15.82,0.204,15.493,99.0,11.411,99.0,8.758,99.0,1.1110209327759771e+43,2.08757721816571e+42,6.044825104171312e+42,,1.8941000955713094e+43,,3.008430109218189e+43,,5.877370622333008,,5.506341356991887,,,22990604683.6136,4319870234.07804
WISEA J205440.28+001507.4,313.6678453,0.2520736,0.1611088,3.570129e-05,SPEC,False,,,,775.70905,0.15377842,Redshift,0.06947617,,,,,,,,,15.293,0.251,14.414,0.248,13.944,0.25,2.2404096364717517e+44,5.179541081633455e+43,2.3564768691235393e+44,5.382759512178951e+43,1.802681657439167e+44,4.150966218573323e+43,13.779,0.055,13.613,0.103,11.203,0.317,8.583,99.0,6.214142444091596e+43,3.147994854878277e+42,2.9157211821611416e+43,2.7661348299397257e+42,1.9593548349597333e+43,5.720875361281037e+42,3.019211019631241e+43,,5.898432572866452,,,,,196650077344.67075,9962009034.424927
WISEA J205321.92+013549.7,313.3413639,1.5971597,0.165259,,PHOT,False,,,,797.72144,,Redshift,0.08536282,,,,,,,,,14.68,0.134,14.168,0.189,13.736,0.199,4.216913322317105e+44,5.204627091409856e+43,3.1490777949380015e+44,5.481953192258751e+43,2.320756602468961e+44,4.2537586588823573e+43,13.049,0.021,13.029,0.037,11.574,99.0,8.963,99.0,1.2910632943286366e+44,2.4972206974676843e+42,5.290913541447377e+43,1.803111403956775e+42,1.4735092606589977e+43,,2.250985057595975e+43,,4.397600399054393,,,,,408564333648.3027,7902597143.8850765
WISEA J205558.91+011229.3,313.9954741,1.208141,0.13665435,2.5255145e-05,SPEC,False,,,,647.9661,0.10878308,Redshift,0.08068821,22.0125,0.256471,20.9621,0.075214,1.0246534154820807e+43,2.4205019027194447e+42,1.9390745840715893e+43,1.343331811297241e+42,14.853,0.134,14.23,0.187,13.416,0.16,2.3641661258493875e+44,2.9179171434830206e+43,1.958121283657327e+44,3.3726508461031623e+43,2.0529697059891563e+44,3.025468703220216e+43,13.305,0.021,13.089,0.034,9.972,0.082,8.682,0.492,6.723235825649552e+43,1.3004324086011272e+42,3.3012176889012644e+43,1.0338159815757124e+42,4.250662967227564e+43,3.210411198683024e+42,1.923639697506312e+43,8.717240054726869e+42,3.7580874527995154,1.7030294454402584,3.7603644327414822,1.5026383085173873,,212760627393.97314,4115292432.282048
WISEA J205111.99+010732.7,312.7999757,1.1257638,0.06746365,3.6346126e-05,SPEC,False,,,,305.421,0.15655597,Redshift,0.099234715,,,,,,,,,15.79,0.211,14.921,0.144,14.478,0.154,2.2469721237021337e+43,4.36687045783153e+42,2.322131655503968e+43,3.079920001611899e+42,1.725246596589603e+43,2.4471582050669435e+42,12.373,0.01,12.322,0.042,11.166,0.354,8.164,99.0,3.536257036160583e+43,3.2571213576894837e+41,1.4900292715029514e+43,5.76413611767154e+41,3.1473256633058285e+42,1.0262072652508251e+42,6.890024491881267e+42,,1.3460584446238475,,,,,111906868232.92984,1030734606.8637606
WISEA J205245.62+002453.6,313.1901118,0.4148932,0.14662069,2.6278474e-05,SPEC,False,,,,699.6193,0.11319093,Redshift,0.079034634,23.1402,99.0,23.0792,0.228991,4.1765715165467933e+42,,3.1726992150033437e+42,6.6917150990699985e+41,15.873,0.114,16.179,0.296,14.77,0.076,1.0758694268155463e+44,1.129677727619949e+43,3.788987959948433e+43,1.0330113562472767e+43,6.873405276274887e+43,4.811446617813114e+42,14.606,0.132,15.226,0.36,11.394,99.0,8.904,99.0,2.3640990586013603e+43,2.8742844358367016e+42,5.375283318154514e+42,1.7823542570308526e+42,1.3373355385651696e+43,,1.82778091864328e+43,,3.570814506336182,,3.3272544169282514,,,74813261348.14432,9095836822.268044
WISEA J205133.11+012209.5,312.8879613,1.3693183,0.116281,,PHOT,False,,,,544.1536,,Redshift,0.0974246,,,,,,,,,14.61,0.113,14.074,0.157,13.771,0.182,2.111811443802548e+44,2.1979800175288994e+43,1.606815069183273e+44,2.3235696184216366e+43,1.0496508158268475e+44,1.759569249544512e+43,13.861,0.053,13.659,0.102,11.257,99.0,8.802,99.0,2.85000455896461e+43,1.3912704721261151e+42,1.380191707222945e+43,1.296670649885439e+42,9.186467405614696e+42,,1.2151947345704807e+43,,2.3740454569623877,,,,,90190017688.75348,4402754658.626946
WISEA J205256.76+000342.3,313.23651,0.061939914,0.14532177,1.437959e-05,SPEC,False,,,,692.8553,0.061938114,Redshift,0.08514858,22.8725,0.260147,22.352,0.111237,5.4833266061411646e+42,1.313872116189238e+42,6.39512326343232e+42,6.552218191635295e+41,,,,,,,,,,,,,15.472,0.141,15.637,99.0,12.105,99.0,8.49,99.0,1.0454727902053467e+43,1.3577568274315096e+42,3.613281527586059e+42,,6.816031559942693e+42,,2.6251441354849893e+43,,5.128570204776614,,4.755983359661621,,,22501739988.00231,2922303802.071969
WISEA J205514.52+005854.0,313.8105302,0.9816892,0.18459,7e-05,SPEC,False,,,,901.5016,0.30151543,Redshift,0.07464634,,,,,,,,,,,,,,,,,,,,,14.859,0.091,15.268,0.293,11.651,99.0,8.358,99.0,3.1068969806422863e+43,2.6041046570499004e+42,8.581596103838566e+42,2.3159323776224376e+42,1.7520940217968926e+43,,5.017483054537992e+43,,9.802324279508971,,,,,81946642542.29709,6868513336.733934
WISEA J205335.82+002407.6,313.3992549,0.4021362,0.16119401,5.3986946e-06,SPEC,False,,,,776.1599,0.023254137,Redshift,0.080159545,22.3529,0.176492,21.4994,0.0576892,1.0703409606111962e+43,1.7399522961850604e+42,1.688776113875216e+43,8.973394710116114e+41,,,,,,,,,,,,,12.044,0.011,12.082,0.023,11.473,0.37,8.823,99.0,3.0813031647280074e+44,3.1218875940417054e+42,1.1974089980760105e+44,2.5366496728398195e+42,1.530534390230153e+43,5.215968478690281e+42,2.423906056699872e+43,,4.7354247005076955,,4.640706300358775,,,975095938205.0656,9879391120.385143
