objname,ra,dec,z,z_unc,z_tech,z_qual,ziDist,ziDist_unc,ziDist_method,DistMpc,DistMpc_unc,DistMpc_method,ebv,m_FUV,m_FUV_unc,m_NUV,m_NUV_unc,Lum_FUV,Lum_FUV_unc,Lum_NUV,Lum_NUV_unc,m_J,m_J_unc,m_H,m_H_unc,m_Ks,m_Ks_unc,Lum_J,Lum_J_unc,Lum_H,Lum_H_unc,Lum_Ks,Lum_Ks_unc,m_W1,m_W1_unc,m_W2,m_W2_unc,m_W3,m_W3_unc,m_W4,m_W4_unc,Lum_W1,Lum_W1_unc,Lum_W2,Lum_W2_unc,Lum_W3,Lum_W3_unc,Lum_W4,Lum_W4_unc,SFR_W4,SFR_W4_unc,SFR_hybrid,SFR_hybrid_unc,SFR_flag,Mstar,Mstar_unc
WISEA J205310.79+011509.0,313.2949866,1.2525077,0.193727,,PHOT,False,,,,951.26117,,Redshift,0.08201741,,,,,,,,,14.644,0.159,14.422,0.152,13.473,0.193,6.183081260828163e+44,9.055078676372047e+43,3.5383729857291595e+44,4.953787400465301e+43,4.2001280701061555e+44,7.466378611795176e+43,12.854,0.014,12.83,0.065,11.797,0.39,11.357,99.0,2.19572796497282e+44,2.831370550354987e+42,9.033219379992666e+43,5.408116438538762e+42,1.706002661240653e+43,6.128221795910522e+42,3.5288485675399825e+42,,0.6894077691208614,,,,,694850621826.8417,8960033387.199326
WISEA J205127.51-011200.1,312.8646537,-1.2000377,0.1491053,2.5511796e-05,SPEC,False,,,,712.5843,0.10988857,Redshift,0.069736734,,,,,,,,,16.147,0.201,16.153,0.393,14.844,0.272,8.611665787744963e+43,1.5943123135457437e+43,4.008578336217129e+43,1.4510189415042068e+43,6.640952072523057e+43,1.6637553665421615e+43,14.396,0.086,14.002,0.198,10.376,0.14,8.432,99.0,2.97082107294549e+43,2.353233959364855e+42,1.719631621864318e+43,3.136106229945397e+42,3.5415441587350476e+43,4.566787984466959e+42,2.9279986446387856e+43,,5.7202369978616545,,,,,94013325093.2117,7446942909.382452
SDSS J205340.47+001054.7,313.41867,0.18186712,0.15330331,3.3692086e-05,SPEC,False,,,,734.5691,0.14512405,Redshift,0.08046725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J205132.71-002937.6,312.8863047,-0.4937996,0.19148539,1.663004e-05,SPEC,False,,,,939.0119,0.07163162,Redshift,0.09752158,20.7794,99.0,21.1401,0.246596,7.585267548495391e+43,,3.97322220118452e+43,9.024414914903269e+42,16.14,0.264,15.531,0.409,15.082,0.233,1.5366882739355334e+44,3.7366277931341595e+43,1.2505027519073141e+44,4.710837555227915e+43,9.344532449822413e+43,2.0054120647861792e+43,13.741,0.044,13.71,0.166,10.909,0.404,8.167,99.0,9.478774313862601e+43,3.84144816565352e+42,3.921422966907444e+43,5.995727695867343e+42,3.7692051311703264e+43,1.402559735554465e+43,6.494510224176393e+43,,12.687894420766593,,14.51921924567937,,,299961212464.00635,12156481536.878227
WISEA J205552.12+010054.9,313.9671927,1.0152545,0.16235,2e-05,SPEC,False,,,,782.28217,0.086147256,Redshift,0.07135432,,,,,,,,,15.909,0.156,15.498,0.165,14.476,0.095,1.293799728702523e+44,1.8590103549979325e+43,8.838374471213831e+43,1.3432180931189765e+43,1.1238527011883387e+44,9.833840734510431e+42,13.28,0.024,13.15,0.053,11.072,99.0,8.127,99.0,1.0010582367621733e+44,2.212894673910454e+42,4.543387245078232e+43,2.2179193684431614e+42,2.248443382988919e+43,,4.673511898814994e+43,,9.130330617638045,,,,,316790581253.8523,7002831246.55207
WISEA J205546.82-001105.4,313.9450965,-0.1848445,0.17543893,1.9722753e-05,SPEC,False,,,,852.1182,0.084953055,Redshift,0.076763414,,,,,,,,,,,,,,,,,,,,,14.157,0.077,13.68,0.117,10.668,0.222,7.957,99.0,5.301048874400194e+43,3.759608784234444e+42,3.31094281960946e+43,3.5680232886123565e+42,3.8714031221144885e+43,7.916104923206258e+42,6.485980196143177e+43,,12.671229870037466,,,,,155996604219.1712,11063587931.91659
WISEA J205353.27+002132.2,313.4719786,0.3589594,0.1608491,3.9792743e-05,SPEC,False,717.6371,169.3181,FP,774.3347,0.1714018,Redshift,0.07994025,,,,,,,,,16.091,0.211,15.233,0.276,14.619,0.326,1.0789168985389112e+44,2.0968172712159382e+43,1.1097905426966109e+44,2.8212412646635123e+43,9.67902686778139e+43,2.906293224879924e+43,14.214,0.066,14.309,0.16,11.116,99.0,8.22,99.0,4.155964301873094e+43,2.5264218323271358e+42,1.5324473671414266e+43,2.2583731863258584e+42,2.1163800426664457e+43,,4.204052671545644e+43,,8.213179222868542,,,,,130992169272.16492,7963049060.93476
WISEA J205149.79+002222.2,312.9574992,0.3728373,0.14934608,2.822656e-05,SPEC,False,,,,713.8426,0.12158204,Redshift,0.09050321,,,,,,,,,15.826,0.153,15.369,0.114,14.716,0.114,1.1796894130626495e+44,1.6624523602035595e+43,8.362317469809267e+43,8.780548231827101e+42,7.54824697939479e+43,7.925764036895804e+42,14.288,0.035,15.052,99.0,11.457,99.0,8.707,99.0,3.3056539511661024e+43,1.065652444018017e+42,6.578363881524147e+42,,1.3145105876271335e+43,,2.282085916739911e+43,,4.458360087405401,,,,,104609302252.09184,3372317860.8165092
SDSS J205238.22+004851.6,313.1593,0.81434566,0.17370395,9.805883e-06,SPEC,False,,,,842.80707,0.042237498,Redshift,0.08878649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J205321.92+013549.7,313.3413639,1.5971597,0.165259,,PHOT,False,,,,797.72144,,Redshift,0.08536282,,,,,,,,,14.68,0.134,14.168,0.189,13.736,0.199,4.216913322317105e+44,5.204627091409856e+43,3.1490777949380015e+44,5.481953192258751e+43,2.320756602468961e+44,4.2537586588823573e+43,13.049,0.021,13.029,0.037,11.574,99.0,8.963,99.0,1.2910632943286366e+44,2.4972206974676843e+42,5.290913541447377e+43,1.803111403956775e+42,1.4735092606589977e+43,,2.250985057595975e+43,,4.397600399054393,,,,,408564333648.3027,7902597143.8850765
